participant id,event date,event name,event type,time,category
135,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,01:58:52,m25-29
136,2015-09-20,marathon oasis rock 'n' roll de montreal,1 km - p'tit marathon,00:08:23,m13+
137,2016-08-21,vert le raid - xc de la vallee,21 km,03:50:00,m30-39
137,2016-05-29,tamarack ottawa race weekend,ottawa half marathon,-1,m35-39
137,2015-10-04,demi-marathon de granby,21 km - course,01:43:03,m30-39
137,2015-08-16,demi-marathon des vergers,15 km,01:26:28,m30-39
137,2015-05-24,tamarack ottawa race weekend,ottawa half marathon,-1,m35-39
137,2014-09-14,demi-marathon granby,demi marathon course,01:46:27,m30-39
137,2014-05-25,tamarack ottawa race weekend,scotiabank ottawa half marathon,-1,m35-39
137,2013-09-22,marathon oasis de montreal,marathon,04:11:09,m35-39
137,2013-05-26,ottawa race weekend,ottawa half-marathon - demi-marathon,-1,m35-39
137,2012-09-23,marathon oasis de montreal,demi-marathon,01:45:46,m30-34
137,2012-05-27,ottawa race weekend,half marathon,02:03:00,m30-34
138,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:56:24,m40-44
139,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:19:51,m60-64
140,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:33:01,f40-44
140,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:43:22,f35-39
140,2013-11-03,oka road race,half marathon,01:43:06,f30-39
140,2013-09-22,marathon oasis de montreal,marathon,03:50:13,f35-39
140,2013-06-09,defi deux-montagnes,10km,00:47:52,f30-39
140,2013-05-26,ottawa race weekend,ottawa marathon,-1,f35-39
140,2013-04-21,course printaniere oka,21.1 km course,01:44:24,f 30-39
140,2012-09-23,marathon oasis de montreal,marathon,04:07:59,f35-39
140,2012-08-05,défi boréal sainte-anne-de-bellevue,20 km,01:58:16,f30-39
141,2012-09-23,marathon oasis de montreal,marathon,04:18:31,m45-49
141,2012-08-26,marathon des deux rives lévis-québec,demi-marathon,02:22:00,m40-49
142,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:08:05,f35-39
142,2014-05-31,defi physio extra de terrebonne,5 km,00:38:08,f30-39
142,2013-06-16,defi des escaliers,13 km,01:32:57,f30-39
143,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:49:20,m18-24
144,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:09:20,m35-39
145,2014-10-12,ottawa fall colours marathon events,full marathon,03:31:50,m30-34
145,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:54:39,m30-34
145,2013-10-20,scotiabank toronto waterfront marathon,marathon,03:21:19,m30-34
145,2013-05-26,ottawa race weekend,ottawa marathon,-1,m30-34
145,2012-06-17,tour du lac brome,20 km route,02:00:14,m30-39
145,2012-04-29,banque scotia 21km et 5km,21.1 km,01:42:05,m30-34
145,2012-03-25,course et marche populaires de lasalle,10 km,00:44:45,m30-39
146,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:03:29,m25-29
147,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:05:53,m18-24
148,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:57:54,m50-54
148,2014-09-28,marathon oasis rock ‘n’ roll de montréal,demi-marathon,02:42:26,m45-49
148,2013-09-22,marathon oasis de montreal,demi-marathon,01:58:11,m45-49
149,2012-09-23,marathon oasis de montreal,marathon,02:59:03,m40-44
150,2014-09-28,marathon oasis rock ‘n’ roll de montréal,demi-marathon,02:43:45,m50-54
151,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:00:12,m18-24
152,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,03:38:36,f18-24
152,2014-09-28,marathon oasis rock ‘n’ roll de montréal,demi-marathon,01:42:26,f18-24
153,2015-05-03,demi-marathon international oasis de lévis,demi-marathon,-1,m40-49
153,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:40:22,m45-49
154,2016-06-18,tour du cap tourmente simard,21.1 km,02:06:59,m30-39
154,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,06:00:50,m30-34
155,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:18:41,m25-29
156,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:34:39,f40-44
156,2015-09-06,30 km sur les rives de boucherville,15 km,01:27:56,f40-49
157,2016-03-20,course et marche populaires de lasalle,10 km,00:43:34,m40-49
157,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,01:39:04,m45-49
157,2014-10-19,classique du parc la fontaine,10 km,00:44:07,m40-49
157,2014-09-06,triathlon esprit de montreal,triathlon olympique,-1,m45-49
157,2014-06-15,la foulee des parcs,10 km,00:41:20,m40-49
157,2014-06-08,triathlon / duathlon mont-tremblant,ironman 5150- triathlon olympique,02:46:27,m40-49
157,2014-05-03,mississauga marathon races,10 km,00:39:53,m40-49
157,2013-10-06,classique du parc la fontaine,10 km,00:39:51,m40-49
157,2013-09-22,marathon oasis de montreal,marathon,03:39:36,m45-49
157,2013-09-14,cyclo la* montrealaise,90 km,03:42:51,m45-49
157,2013-09-07,triathlon esprit de montreal,triathlon olympique,02:31:24,m45-49
157,2013-08-11,granfondo garneau-cascades,110 km,03:55:39,m40-49
157,2013-05-26,ottawa race weekend,ottawa marathon,-1,m45-49
157,2013-04-28,banque scotia 21km et 5km,21 km,01:30:21,m45-49
157,2012-10-14,classique du parc la fontaine,10 km,00:40:02,m40-49
157,2012-09-23,marathon oasis de montreal,marathon,03:19:54,m45-49
157,2012-06-16,tour du lac brome,22.2 km chemin de campagne,01:46:42,m40-49
157,2012-02-18,demi marathon hypothermique,demi marathon,01:38:29,m40-49
158,2015-11-08,demi-marathon des microbrasseries,10 km,00:59:55,m30-39
158,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,03:09:48,m30-34
159,2013-09-22,marathon oasis de montreal,marathon,05:56:04,m25-29
160,2012-09-23,marathon oasis de montreal,marathon,02:18:43,m30-34
161,2015-06-27,toughman tupper lake tinman,sprint triathlon,02:15:54,f20-29
161,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:09:30,f25-29
162,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:58:49,f35-39
162,2013-09-22,marathon oasis de montreal,marathon,04:37:23,f35-39
162,2013-05-12,bonjour printemps,demi marathon,02:03:20,f30-39
162,2012-09-23,marathon oasis de montreal,marathon,04:31:30,f30-34
162,2012-05-12,course de la fondation hopital saint jerome,21.1 km,02:25:33,f30-39
163,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,-1,m40-44
164,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:21:22,m50-54
165,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:33:44,m30-34
165,2014-09-07,coupe dix30,30 km,02:41:34,f30-39
166,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:02:12,m40-44
167,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,06:29:15,f60-64
168,2014-02-16,demi marathon hypothermique,demi-marathon,02:46:41,m40-49
168,2012-09-23,marathon oasis de montreal,marathon,04:32:31,m40-44
168,2012-03-25,course et marche populaires de lasalle,10 km,00:57:51,m40-49
169,2013-09-22,marathon oasis de montreal,marathon,03:46:33,m25-29
170,2016-06-25,toughman tupper lake tinman,sprint triathlon,01:30:51,m30-39
170,2014-10-19,classique du parc la fontaine,10 km,00:50:26,m30-39
170,2014-10-05,marathon de rimouski,demi-marathon,01:47:21,m30-39
170,2013-09-22,marathon oasis de montreal,demi-marathon,01:59:09,m30-34
170,2012-09-23,marathon oasis de montreal,marathon,03:57:49,m25-29
170,2012-06-17,tour du lac brome,20 km route,01:44:17,m30-39
170,2012-05-26,defi memphre,10 km,00:47:49,m20-29
170,2012-04-29,course printaniere oka,10 km,00:46:12,m30-39
171,2013-09-22,marathon oasis de montreal,marathon,04:15:35,m50-54
171,2013-04-28,banque scotia 21km et 5km,21 km,01:50:56,m50-54
171,2012-09-23,marathon oasis de montreal,demi-marathon,02:07:02,m50-54
172,2013-09-22,marathon oasis de montreal,marathon,02:57:55,m35-39
172,2013-06-23,ironman mont-tremblant 70.3,70.3 results,05:22:46,m35-39
172,2013-05-19,duathlon sorel-tracy,competitif,01:33:42,m30-39
172,2013-04-28,banque scotia 21km et 5km,21 km,01:23:47,m35-39
172,2013-04-14,course saint-laurent,10 km,00:37:29,m30-39
172,2013-03-24,course et marche populaires de lasalle,5 km,00:17:58,m30-39
172,2013-02-17,demi marathon hypothermique,demi-marathon,01:29:33,m30-39
172,2012-10-14,classique du parc la fontaine,10 km,00:40:31,m30-39
172,2012-09-23,marathon oasis de montreal,demi-marathon,01:25:29,m35-39
172,2012-09-08,triathlon esprit de montreal,triathlon olympique,02:31:14,m35-39
172,2012-08-26,triathlon de valleyfield,triathlon olympique,02:35:38,m35-39
172,2012-08-12,triathlon de verdun,triathlon sprint,01:25:27,m35-39
172,2012-07-14,triathlon st-lambert,triathlon sprint,01:15:55,m35-39
172,2012-06-09,triathlon / duathlon mont-tremblant,triathlon sprint,01:30:38,m30-39
172,2012-04-29,banque scotia 21km et 5km,21.1 km,01:38:20,m30-34
172,2012-02-18,demi marathon hypothermique,demi marathon,01:46:02,m30-39
173,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:50:48,m40-44
174,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,06:40:45,f45-49
175,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,06:28:48,m25-29
176,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:02:45,m40-44
176,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:37:02,m35-39
177,2015-09-20,marathon oasis rock 'n' roll de montreal,10 km,01:06:15,f25-29
178,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:40:57,m30-34
179,2015-09-20,marathon oasis rock 'n' roll de montreal,1 km - p'tit marathon,00:05:21,f13+
180,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,01:58:56,m30-34
181,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:49:46,m45-49
181,2014-06-08,demi marathon des pompiers de shawinigan,demi-marathon,01:59:34,male
181,2014-02-22,defi nordique,50km classique,03:45:32,m45-49
181,2013-10-13,demi marathon des couleurs de becancour,21.1 km,01:47:04,m40-49
181,2013-09-08,demi-marathon granby,21km course,01:53:08,m40-49
181,2013-03-02,defi nordique,40km classique,02:40:09,m45-49
181,2012-10-07,demi marathon des couleurs de becancour,5 km,00:25:41,m40-49
182,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:08:25,f50-54
183,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:36:00,m65-69
184,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:32:49,m25-29
185,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:55:13,f40-44
185,2013-08-25,marathon des deux rives lévis-québec,marathon,04:24:45,f40-49
185,2013-06-16,defi des escaliers,sprinteur,00:12:49,f40-49
185,2013-06-16,defi des escaliers,19 km,02:42:08,f40-49
185,2013-06-16,defi des escaliers,grimpeur,00:05:29,f40-49
185,2013-06-02,course de la bataille des plaines,10 km,00:55:00,f40-49
185,2013-05-05,demi marathon international oasis de levis,demi marathon,02:02:48,f40-49
185,2012-09-23,marathon oasis de montreal,marathon,04:10:44,f40-44
186,2016-04-24,banque scotia 21k de montreal,demi marathon,-1,m35-39
186,2014-09-28,marathon oasis rock ‘n’ roll de montréal,demi-marathon,02:11:45,m35-39
186,2012-05-27,ottawa race weekend,marathon,03:44:24,m35-39
187,2013-09-22,marathon oasis de montreal,marathon,-1,m45-49
187,2012-11-04,oka road race,10k course,00:56:03,m40-49
187,2012-05-06,demi marathon international de quebec,demi marathon,02:11:02,m40-49
187,2012-04-29,course printaniere oka,21.1 km,02:07:20,m40-49
188,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,06:15:44,m18-24
189,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,-1,m55-59
189,2013-09-22,army run - course de l'armee,half marathon - demi marathon,01:48:20,m55-59
189,2013-08-25,marathon des deux rives lévis-québec,marathon,04:04:34,m50-59
189,2013-05-26,ottawa race weekend,ottawa marathon,-1,m55-59
189,2013-02-17,winterman marathon and marathon relays,half marathon,01:56:32,clyde
189,2012-09-23,marathon oasis de montreal,marathon,04:11:48,m55-59
190,2016-09-10,ultra-trail harricana du canada (uthc),uthc28,-1,f30-39
190,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,03:47:23,f30-34
190,2013-07-06,mud hero halifax,overall,00:46:51,f30-34
190,2013-05-19,scotiabank blue nose marathon,recharge with milk half marathon,01:37:14,f30-39
191,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:47:17,m40-44
192,2015-05-24,tamarack ottawa race weekend,ottawa marathon,-1,m40-44
192,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:52:34,m40-44
192,2014-06-08,la grande viree des sentiers st-bruno,5 km,00:28:22,m40-49
193,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:22:13,m40-44
193,2014-09-13,the north face ultra-trail harricana du canada,65 km - valeurs mobilières desjardins,10:33:10,m30-39
193,2013-08-25,marathon des deux rives lévis-québec,marathon,04:32:17,m30-39
194,2012-09-23,marathon oasis de montreal,marathon,03:53:03,m25-29
194,2012-06-24,ironman mont-tremblant 70.3,overall 70.3,05:42:32,m25-29
194,2012-06-16,triathlon lac beauport,triathlon,01:50:59,m25-29
194,2012-05-06,demi marathon international de quebec,demi marathon,01:33:23,m20-29
195,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:17:38,m18-24
196,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:04:07,m40-44
197,2014-09-28,marathon oasis rock ‘n’ roll de montréal,demi-marathon,01:59:43,m35-39
197,2014-05-25,tamarack ottawa race weekend,scotiabank ottawa half marathon,-1,m35-39
197,2013-09-22,marathon oasis de montreal,marathon,04:03:32,m35-39
197,2013-05-26,ottawa race weekend,ottawa marathon,-1,m35-39
197,2012-09-23,marathon oasis de montreal,marathon,04:08:10,m35-39
197,2012-05-27,ottawa race weekend,half marathon,01:51:42,m35-39
198,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:46:51,f40-44
198,2014-09-28,marathon oasis rock ‘n’ roll de montréal,demi-marathon,02:43:43,f40-44
198,2014-04-27,banque scotia 21km et 5km,21 km,01:58:08,f40-44
198,2013-11-03,oka road race,half marathon,02:12:25,f40-49
198,2013-09-22,marathon oasis de montreal,marathon,-1,f40-44
198,2012-09-23,marathon oasis de montreal,demi-marathon,02:00:50,f35-39
199,2013-09-22,marathon oasis de montreal,marathon,04:19:38,f45-49
200,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,02:14:15,m40-44
201,2015-09-20,marathon oasis rock 'n' roll de montreal,10 km,01:25:45,m45-49
202,2016-08-28,marathon ssq lévis-québec,marathon,-1,m55-59
202,2016-07-03,demi-marathon de sherbrooke,demi marathon,01:56:33,m50-59
202,2015-02-15,demi marathon hypothermique,demi marathon,02:05:37,m50-59
202,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,05:09:19,m50-54
202,2014-06-28,demi marathon de sherbrooke,demi-marathon,01:56:44,m50-59
202,2014-02-16,demi marathon hypothermique,demi-marathon,02:04:09,m50-59
202,2013-09-22,marathon oasis de montreal,marathon,04:02:14,m50-54
202,2013-02-17,demi marathon hypothermique,demi-marathon,01:50:00,m50-59
202,2012-09-23,marathon oasis de montreal,marathon,04:15:21,m50-54
202,2012-06-30,demi marathon de sherbrooke,demi marathon,01:54:33,m50-59
202,2012-02-18,demi marathon hypothermique,demi marathon,01:51:20,m50-59
203,2015-09-20,marathon oasis rock 'n' roll de montreal,10 km,00:56:42,m30-34
203,2015-02-22,demi-marathon des glaces,demi-marathon,01:44:45,m20-29
203,2014-10-19,classique du parc la fontaine,5 km,00:18:59,m20-29
203,2014-02-16,demi marathon hypothermique,demi-marathon,01:49:22,m20-29
203,2013-10-06,classique du parc la fontaine,5 km,00:19:34,m20-29
204,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,06:07:21,m40-44
205,2016-05-29,tamarack ottawa race weekend,ottawa marathon,-1,m45-49
205,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,03:16:53,m40-44
205,2014-07-02,coupe dix30,5 km,00:19:13,m40-49
205,2013-09-22,marathon oasis de montreal,marathon,03:06:44,m40-44
205,2013-05-26,ottawa race weekend,ottawa marathon,-1,m40-44
206,2013-09-22,marathon oasis de montreal,marathon,03:57:36,f50-54
206,2013-05-19,scotiabank blue nose marathon,scotiabank full marathon,04:22:04,f50-59
207,2016-08-28,marathon ssq lévis-québec,marathon,-1,m45-49
207,2016-06-11,vert le raid - trail la clinique du coureur,10 km,01:03:03,m40-49
207,2015-10-18,defi tour du lac beauport,défi 12 km le coureur nordique,00:58:43,m40-49
207,2015-07-05,ironman 70.3 muskoka,overall,05:56:30,m45-49
207,2015-05-24,tamarack ottawa race weekend,ottawa marathon,-1,m45-49
207,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,03:45:50,m45-49
207,2014-08-24,marathon ssq lévis-québec,demi-marathon,-1,m40-49
207,2014-06-08,triathlon / duathlon mont-tremblant,ironman 5150- triathlon olympique,02:55:05,m40-49
207,2014-05-25,tamarack ottawa race weekend,scotiabank ottawa marathon,-1,m45-49
207,2013-08-25,marathon des deux rives lévis-québec,10 km,00:55:46,m40-49
207,2013-05-26,ottawa race weekend,ottawa marathon,-1,m40-44
207,2013-05-05,demi marathon international oasis de levis,demi marathon,01:43:21,m40-49
207,2012-09-23,marathon oasis de montreal,marathon,-1,m40-44
207,2012-08-26,marathon des deux rives lévis-québec,demi-marathon,02:00:19,m40-49
207,2012-06-17,descente royale,10 km,00:52:01,m40-49
207,2012-05-27,ottawa race weekend,marathon,04:26:41,m40-44
207,2012-05-06,demi marathon international de quebec,demi marathon,01:49:30,m40-49
208,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,04:20:55,m35-39
208,2014-04-27,banque scotia 21km et 5km,21 km,01:39:06,m35-39
209,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,03:28:19,f40-44
210,2013-09-22,marathon oasis de montreal,marathon,04:13:36,f35-39
210,2012-08-26,marathon des deux rives lévis-québec,demi-marathon,01:54:44,f30-39
211,2015-09-20,marathon oasis rock 'n' roll de montreal,demi-marathon,03:07:30,f18-24
212,2014-02-16,demi marathon hypothermique,demi-marathon,02:02:44,m40-49
212,2013-09-22,marathon oasis de montreal,demi-marathon,01:47:40,m40-44
212,2013-02-17,demi marathon hypothermique,demi-marathon,01:51:04,m40-49
212,2012-09-23,marathon oasis de montreal,marathon,04:00:36,m40-44
213,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,04:52:17,m30-34
214,2013-09-22,marathon oasis de montreal,marathon,04:14:55,f25-29
214,2013-05-26,ottawa race weekend,ottawa half-marathon - demi-marathon,-1,f20-24
214,2012-09-23,marathon oasis de montreal,demi-marathon,01:55:14,f18-24
215,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:31:09,f50-54
215,2012-09-23,marathon oasis de montreal,marathon,04:13:35,f45-49
216,2014-09-28,marathon oasis rock ‘n’ roll de montréal,marathon,06:20:30,m18-24
217,2015-09-20,marathon oasis rock 'n' roll de montreal,marathon,05:28:19,m30-34
217,2015-04-25,demi-marathon des érables,30 km,03:15:42,m30-39
217,2014-11-02,course d'oka race,21.1 km,02:09:31,m30-39
217,2014-09-28,marathon oasis rock ‘n’ roll de montréal,demi-marathon,02:25:16,m30-34
